   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.848E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00   0.000E+00   0.848E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00   0.000E+00
   0.100E+01   0.847E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00   0.100E+01   0.847E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.000E+00
   0.847E+00   0.100E+01   0.848E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00   0.847E+00   0.100E+01   0.848E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.000E+00
   0.515E+00   0.848E+00   0.100E+01   0.847E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01   0.515E+00   0.848E+00   0.100E+01   0.847E+00   0.515E+00   0.225E+00   0.706E-01   0.159E-01
   0.225E+00   0.515E+00   0.847E+00   0.100E+01   0.848E+00   0.515E+00   0.225E+00   0.706E-01   0.225E+00   0.515E+00   0.847E+00   0.100E+01   0.848E+00   0.515E+00   0.225E+00   0.706E-01
   0.706E-01   0.225E+00   0.515E+00   0.848E+00   0.100E+01   0.847E+00   0.515E+00   0.225E+00   0.706E-01   0.225E+00   0.515E+00   0.848E+00   0.100E+01   0.847E+00   0.515E+00   0.225E+00
   0.159E-01   0.706E-01   0.225E+00   0.515E+00   0.847E+00   0.100E+01   0.848E+00   0.515E+00   0.159E-01   0.706E-01   0.225E+00   0.515E+00   0.847E+00   0.100E+01   0.848E+00   0.515E+00
